word,event,period,sentence,timestamp
unalive,tiktok-blow,after,"“I’ve seen people call for civil war, and then I’ve seen explicit calls to unalive Fema personnel, or saying that Fema personnel can be arrested or shot or hanged on the spot.” Election conspiracies are baked into a lot of these videos, such as the idea that Democrats are controlling the weather or the government isn’t responding at the level it should because the areas affected are Republican-led, she said.The spread of misinformation and ties to the election don’t bode well for how lies or rumors will unfold on election day and afterward, she said.",2024-10-11T11:00:51Z
unalive,tiktok-blow,after,"“You deserve to get unalive for blowing my bet,” said one received by Tyler, a pre-law student.",2024-10-02T14:00:29Z
unalive,tiktok-blow,after,"“Unalive” is how the 35-year-old describes her experience of lockdown, and how she titles this show.",2023-06-15T11:24:53Z
unalive,tiktok-blow,after,"Hundreds of “unalive” videos and one forthcoming cameo later, Nalley appears to be unbothered by the actual idea of death.",2022-10-29T08:00:52Z
unalive,tiktok-blow,before,"For a man who is only sentimental about his darling son, he appears oddly unalive to the idea that the dashing young buck might be more appealing to his girlfriend than his old bones are; and when the surprise armament switcheroo transpires, he sees nothing amiss in this young buck’s blatant show of dismay.",2016-03-20T22:00:51Z
unalive,tiktok-blow,before,"For those of you unalive in the 90s or otherwise engaged/drunk here’s what Flat Eric USED TO BE I know, all of you right?",2014-10-06T16:29:08Z
unalive,tiktok-blow,before,"(Thomas Nagel pointed out, for example, that although we don't miss the time we were unalive before birth, when we die, we lose something good, namely life, and we are entitled to miss that.) Reading them, one thing is sure: Lucretius himself is utterly convinced not just of their truth but of their ability to give us the calm we need when reflecting on our mortality.",2013-02-11T09:00:03Z
unalive,tiktok-blow,before,"The neurologist Dr Oliver Sacks, who's involved with the project, describes Henry as ""almost unalive"", but as soon as the music starts there's a complete transformation.",2012-06-28T11:34:41Z
unalive,tiktok-blow,before,"For he has become convinced that his dead brother's ghost lives on in his machine, or perhaps in machines generally; that the unalive vitality of machinery makes them literally an interface between death and life.",2005-08-07T00:13:59Z
